pathway	Juan01	Juan02	Juan03	Juan04	Juan05	Juan06	Juan07	Juan08	Juan09	Juan10	Juan11	Juan12	Juan13	Juan14	Juan15	Juan16	Juan17	Juan18	Juan19	Juan20	Juan21	Juan22	Juan23	Juan24	Juan25	Juan26	Juan27	Juan28	Juan29	Juan30	Juan31	Juan32	Juan33	Juan34	Juan35	Juan36	Juan37	Juan38	Juan39	Juan40	Juan41	Juan42	Juan43	Juan44	Juan45	Juan46	Juan47	Juan48	Juan49	Juan50	Juan51	Juan52	Juan53	Juan54	Juan55	Juan56	Juan57	Juan58	Juan59	Juan60	Juan61	Juan62	Juan63	Juan64	Juan65	Juan66
PWY-7222	51184.7905	64578.5069	67765.4527	54123.248	62170.1496	69418.9634	73173.2529	45049.1487	76714.8904	71434.9432	83239.5163	58149.9943	46381.381	70505.1818	87521.0779	29755.893	49612.4174	48853.2494	67180.536	51601.327	49463.807	79487.0272	61854.5027	57422.7147	83658.4384	76687.54	71722.4586	24842.7032	44991.7825	53976.2255	61575.9332	28479.7215	50661.1292	58188.1997	60070.7899	58248.9272	77017.1288	49631.3922	84365.9467	50503.7248	52163.2086	61590.0594	62147.9887	29574.433	59147.6633	29842.9124	36096.3116	36789.1066	115165.4426	79163.7896	80041.568	92314.1105	91100.4094	92606.1199	65782.7113	44160.1387	69180.905	63528.586	81379.7991	73070.1874	153107.3971	112271.2933	122755.1399	121162.6189	108489.9445	94467.1886
PWY-7228	47867.2313	60634.7039	63271.6908	52697.7973	60638.6271	67464.1888	71167.1868	43364.8825	72745.0774	67240.0246	78344.6333	54569.3933	43122.4018	66056.6142	81929.4665	29122.6243	48524.7802	48046.9675	67503.7365	51697.2027	49667.6129	79652.0415	61990.3196	57541.3555	83565.4589	76491.3643	71669.6098	25013.1966	45192.6742	54159.4765	57618.2826	26686.5785	47168.333	56026.6794	58408.3025	56092.9856	73294.0116	46888.744	79690.2245	47278.577	48997.163	57913.9777	58395.1683	27682.1185	55194.8411	29454.2813	35385.8681	36029.5791	115195.0397	79252.6138	80271.0548	92704.9676	91493.6672	92894.5724	65845.6378	44200.275	69101.3785	63882.5539	81930.7196	73526.5946	147822.4027	108704.8777	118902.7106	119437.3255	107213.0696	93087.2954
PWY-7229	53538.0199	67414.1244	70815.5646	57410.759	66152.8674	73063.6031	77342.9305	47295.2391	79812.4701	74652.5313	86604.3733	60463.7412	47984.8387	73082.0022	90766.8898	30493.5218	50987.5356	50190.176	73041.6463	56000.6547	53746.6765	86435.4382	67146.2756	62469.8884	91061.3682	83346.6677	78046.2683	26927.3288	48744.9769	58490.6908	64067.4976	29436.4491	52559.8176	61328.5643	63309.6359	61109.4373	80199.4893	51373.9826	87461.6171	52423.4995	53970.8539	63809.2315	64556.8874	30557.8824	60902.1164	30575.3746	36984.2501	37867.1304	124881.7544	85818.7551	86594.5117	100704.0061	99290.06	100704.8232	71562.4741	48030.7988	75078.7605	68964.1889	88554.3143	79541.0064	156981.0345	114712.5623	125831.7226	124307.605	110911.4535	96974.5094
PWY-7234	38038.1087	47762.184	50418.9454	42377.6211	48952.7406	55552.5062	58065.3559	35008.6976	58755.7812	53828.0904	62471.9361	43903.4846	35196.268	53832.307	66192.9606	20515.1224	33598.015	33688.1038	49345.8869	38040.0723	36342.2801	59111.3917	45655.4223	42948.1856	62128.1154	57040.7593	52953.3525	18280.1473	33235.3655	39668.7717	44947.6752	20963.4178	37569.1038	45181.8029	46368.491	44639.1009	59750.0972	37494.8802	63620.7723	37724.595	38984.1212	46264.256	46238.6701	22497.2206	44671.8873	20599.5446	24922.5273	26232.1679	85181.6379	58143.08	58643.6548	68106.3579	67909.8988	68935.4763	48563.3555	32587.2835	51173.2881	46624.6741	60227.3504	54611.6579	120608.3248	88107.258	96734.5023	96466.8673	86050.6176	75362.6646
PWY-7237	9169.51	11681.13	12720.05	22650.22	26515.9	23866.88	27295.92	12654.54	18995.84	13443.32	16670.76	10235.01	9298.48	13344.9	17082.61	9927.89	15076.02	16532.5	18032.98	13692.33	13297.39	20614.1	16906.68	15179.05	19394.73	15966.63	16664.03	6280.23	11678.25	13254.57	10232.19	4751.78	7710.38	21602.24	21217.91	16678.12	22401.44	11374.07	20766.96	7332.21	9194.78	10392.81	13759.79	5884.99	11361.3	11170.98	12288.96	11965.01	27509.43	19119.31	20810.11	20882.16	21308.53	21696.2	15650.33	9904.02	16019.01	15722.94	19555.09	17701.46	30122.19	23125.53	24641.83	21234.56	21397.47	18229.23
PWY-7242	14030.6258	17061.005	19640.9248	22712.3434	26895.0409	32611.2169	29862.0488	15246.4036	24901.525	20551.7169	22938.7976	14551.2662	13256.8289	17769.3456	25297.681	7173.9921	11671.7798	12378.6451	11955.6128	9252.7727	8891.0282	15136.5245	12280.391	11315.1229	15627.4573	13032.8139	13593.2045	4291.9095	7527.999	8846.2067	15367.4156	6266.3446	12874.7399	25339.7031	24104.1858	20179.3891	26752.6581	13310.7807	23163.536	13271.5723	12243.1152	13615.5471	18150.4209	7833.7528	14624.0378	7492.7519	9020.2017	10557.6693	19416.3344	12693.9623	13871.13	16238.695	15943.7994	15832.0905	11797.7227	7517.4756	12138.2019	10539.2913	14083.7714	11638.3863	64683.0128	47842.7697	50514.7747	34456.5872	30295.6733	26579.4206
PWY-7254	33669.0067	40101.769	43502.115	35284.4587	41446.0856	43864.1106	48346.0065	31805.8822	51452.7565	43442.2483	54068.9555	38547.0117	35370.2397	52365.6204	65218.3143	13165.4589	20410.4065	20012.6365	17933.9894	13466.3119	13622.6677	21921.7701	17360.9244	15613.0662	21216.2304	18029.5917	18057.7557	6152.5327	11463.7234	13701.6016	38100.9891	18429.9193	32780.4828	38067.8555	35855.5827	36155.01	52809.4597	33011.1104	57181.6377	30472.523	33254.1816	39559.4793	41142.5024	21451.9328	42741.7447	11862.9828	15529.645	17720.4643	30002.591	19436.8201	21310.1622	23364.766	22280.0371	22390.5597	16105.6862	10192.0163	17013.635	15481.8688	20706.8492	17668.6483	102059.4684	74697.1662	80808.0432	82383.5145	73311.3063	65960.7661
PWY-7255	4515.8736	6832.4001	6451.7933	5305.7473	6566.2785	6132.271	6333.3456	3325.7867	6826.3318	6846.2479	8221.4628	5463.1894	3257.48	6345.9787	7946.0821	5903.8193	9323.8044	10216.1825	12864.5009	9816.8779	8905.1053	13675.5069	11391.6218	10532.4595	14801.6083	13972.0992	12225.2392	4856.1593	9298.4889	11051.0646	7011.4545	3288.9673	5162.0063	5698.8576	7933.5208	7628.1293	6663.9333	5411.8779	10231.1224	4948.8897	5966.0721	6642.931	6374.451	2767.1412	5372.3346	6558.1488	7375.6132	7379.2521	21949.5949	16155.1105	16070.4312	14575.4776	16325.5358	17790.3656	11516.1349	8169.8292	12143.9252	13215.1987	15388.9479	15030.9689	15440.8186	12539.3868	11980.5525	19395.3728	19481.2099	16047.2276
PWY-7286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.9009	23.9722	59.8283	0.0	25.9731	91.6233	27.9761	119.553	133.3749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.9097	19.9867	43.9384	117.6528	67.8843	183.14	51.8974	45.887	59.8743	11.9946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7295	5857.8466	9124.1184	8358.0856	6441.6226	8540.6408	5115.9534	9162.9266	4223.8339	9804.2572	6959.364	8530.8611	4902.6188	5639.1206	7491.3851	10041.6962	324.2239	978.6073	781.7814	891.8876	979.0483	768.8238	1618.492	1320.2488	1022.6942	1921.1311	1626.2919	1768.7166	310.4064	629.487	628.8169	7312.6722	3354.5672	5750.823	10079.982	7698.2374	6102.7581	9487.5401	5566.242	12092.7043	3939.715	4830.0497	5509.9262	9028.9393	4015.7997	7622.9097	462.1598	428.5974	692.8455	1632.6326	1222.1609	1280.7507	1754.0491	1653.7741	1674.1613	1461.2956	791.6904	1690.9209	824.2326	1176.411	787.9765	2794.9425	1879.0604	2097.3877	443.7777	362.2785	272.9839
PWY-7315	542.6322	609.675	509.5545	2199.5522	1752.8801	2081.565	2820.2704	2093.0408	2075.9764	1582.7982	1869.7063	1102.1909	465.227	913.4948	1068.8964	126.8762	317.5835	223.7931	567.6345	485.7908	417.0508	1152.5806	634.3354	651.1687	1890.7978	1112.997	1442.1445	210.9814	341.9473	441.9745	521.1877	522.7717	530.9666	2090.3019	2249.9782	1696.9034	3495.4892	1889.883	2667.6581	1148.043	1267.0067	1451.8919	994.3146	308.6774	915.8417	122.0427	115.575	359.0075	1147.8125	518.9535	669.4369	1149.8163	902.9761	973.4347	1008.7834	590.5552	774.1495	472.373	1003.6053	482.0815	9225.4882	7313.9827	6623.0487	4273.1594	4072.1049	3442.8088
PWY-7316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7323	26730.2392	34866.7718	37346.2789	36386.6694	40860.1312	42641.8433	49944.1683	27784.6984	45846.1986	41337.4868	43948.6666	29034.7642	21834.7398	33955.3581	43823.7837	14238.9471	24154.8574	25120.7179	49667.0809	38388.0528	36064.7011	57839.6309	45030.4768	42144.5223	62420.7182	56581.3905	53083.4481	18724.785	33838.341	40106.032	32977.7079	14323.0921	26573.9498	41494.5851	42996.3877	39020.9339	46456.0266	27007.1491	46015.1962	28123.698	26930.388	30199.3885	35167.6617	14510.7896	28717.8599	15539.1356	18017.5234	21606.4101	85474.3612	59399.0507	59231.2588	67900.3711	67369.6765	68489.7705	48608.2877	32667.9669	50804.4674	47608.605	61894.8633	53652.234	86909.9533	63747.6549	69904.0518	55249.3425	47348.5444	39853.3211
PWY-7328	15914.3478	21915.3971	21310.2206	22867.4995	25175.5114	25871.9973	31833.6909	19023.1481	30610.5657	27634.9484	30445.866	20508.3871	15923.1388	24657.295	31626.1559	4986.4731	8814.8475	8926.0086	20969.5766	16057.6047	15616.9738	25646.6333	20036.7336	18430.955	25550.9475	22211.1612	22130.1046	8099.915	14479.0074	16981.9878	18385.1849	7940.0714	14360.509	22373.5368	24266.4057	21333.247	30708.7906	18645.5135	30344.9384	19162.5555	18296.8201	21303.0563	23166.3347	10528.2583	20500.1498	5146.3893	6005.9921	8743.3887	34907.7023	23772.5913	25009.0753	29004.3392	28218.1687	28402.4502	20402.6986	13153.3749	21171.1443	19520.8366	26536.932	22009.1859	39616.6117	28931.7292	31799.9169	26623.5363	22424.7536	20166.8422
PWY-7332	14954.5688	20560.3754	21715.6965	15288.0233	16945.7083	16133.2166	20292.168	9479.3797	21798.6402	20832.3763	22022.1568	14809.3307	11515.6443	16329.2283	22010.694	9701.1446	16429.4425	16792.0115	34285.7792	25873.2646	25259.8162	39456.7422	31035.5065	27797.2722	40274.7369	38060.752	34924.9535	12455.5435	22673.0312	27558.7592	20002.8341	7889.8084	14939.8526	17569.7423	17273.1678	16255.7395	20080.4441	15000.6719	25742.3114	13484.6749	14531.7466	17026.7784	18594.5365	7978.5263	15450.6655	10303.3834	12259.9142	11552.3474	57122.0884	40076.7421	41153.8476	45463.3094	45664.4909	46899.4218	32042.1225	22390.4632	34497.0754	33011.4724	40877.0844	38011.8522	15614.4063	10379.3379	12782.9379	13341.4498	12536.6339	10575.0624
PWY-7347	535.0561	475.7651	432.6468	808.7533	639.0901	774.4367	663.27	521.9935	425.3685	710.7019	629.2371	422.5168	145.5713	358.43	355.4218	29.6104	43.141	38.6651	1312.868	1111.6526	997.3437	2471.4717	1417.7421	1362.0702	2724.0214	2307.8205	2377.7996	417.6298	720.9719	854.5792	422.5088	139.9447	452.6321	538.7977	805.2134	566.9457	566.8576	200.4488	322.3712	438.4392	373.8936	553.1881	307.0664	131.8951	235.6091	0.0	8.9658	47.7235	2459.265	1578.5619	1793.6974	2904.0531	2501.3072	2406.7633	1967.3744	1178.8716	2262.2043	1036.5038	1547.3014	1193.368	4116.7006	2675.5976	3425.5703	2309.3567	2096.1289	1652.1704
PWY-7354	0.0	0.0	0.0	0.0	18.591	39.6584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.061	0.0	1.8807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7371	11344.8653	15437.7335	14778.468	11300.1078	12916.7319	13407.5828	15372.0754	9424.1752	15894.6718	17276.308	18988.9021	14141.3092	8552.1403	14128.2976	17178.1017	9374.5542	15512.4726	16196.4228	15658.0456	12045.6324	11655.6811	18834.6992	14524.2631	13755.874	20444.9321	19207.0958	17483.4769	5604.2168	10472.3128	12645.9349	13861.6065	7003.2879	10858.9823	12216.7085	13152.5271	11818.4883	15985.0019	11171.313	17916.6581	12861.8605	11982.6023	14204.3312	13204.275	5894.0294	11595.0687	10074.1542	11747.8359	10978.2223	27695.861	18234.1312	18092.4197	23328.4802	22406.0916	22263.9535	15926.728	10823.3788	16978.9876	14742.6424	19292.1559	17430.2736	28086.248	19987.0721	21918.0368	12146.1995	11117.0693	8964.5752
PWY-7373	0.0	0.0	0.0	0.0	55.8185	0.0	35.9369	11.9886	0.0	7.9972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.9686	0.0	27.9694	0.0	0.0	0.0	0.0	0.0	0.0	47.8414	0.0	23.9672	0.0	39.9251	27.9475	47.9037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.9931	0.0	23.9761	0.0	0.0	0.0	0.0	19.9723	0.0	0.0	0.0	0.0	281.8624	186.683	115.5414	141.4339	115.0993	49.1173
PWY-7374	8425.983	11858.7117	11245.0831	9665.439	10606.2189	11273.2782	13097.2336	7473.2496	13125.336	13102.7967	14846.9867	11118.9052	7144.3484	11376.2307	14253.1947	8089.7882	13261.9726	13828.4058	5732.7959	4404.6904	4124.7674	6289.0979	6228.4731	4552.0541	6602.0167	5691.1259	5833.8356	2261.838	3846.9735	4459.8632	10846.9403	5688.0764	8392.6507	10550.3819	10509.2426	9018.1815	13475.0976	9327.0802	14967.5448	9841.9089	9467.0349	11336.578	10637.862	4909.1192	9582.4894	8674.0477	10071.997	9217.744	9576.3329	6526.6476	6901.7918	7373.1491	7488.5263	7738.8307	5471.5979	3690.6798	5501.7669	5086.5191	7161.4503	6223.723	22024.3143	15765.7021	17257.2076	12112.0388	11374.8341	9160.8604
PWY-7376	7239.1447	8679.2397	9200.7864	11522.5475	13836.1951	17335.047	14883.4656	9137.9098	14645.9088	11909.9767	13045.945	8752.5348	6158.0427	10836.0853	13260.4374	6662.4679	10826.7119	11437.83	12506.4303	9360.6944	9060.9931	14275.4209	12045.3354	10289.8017	14914.2104	12995.0873	12649.4361	4680.6804	8468.2791	9844.946	7616.3438	3830.679	6599.125	12316.7503	13967.5517	12141.9316	14299.7416	8483.9314	14259.7156	7617.104	8300.6793	9644.3455	9724.6067	4790.8459	8859.5767	7045.8377	8389.3743	8768.6629	20675.3942	14353.8746	14792.619	16245.8585	16651.4489	17448.2758	11699.4579	7860.7537	11988.4837	11444.6501	14838.5133	13388.4081	30222.2478	23040.7825	24199.4483	17073.5511	15030.2877	14167.1362
PWY-7377	2760.807	2139.0658	3260.6867	996.7753	1336.8106	2218.3728	1495.9406	934.7211	2917.2742	2252.8665	2986.7538	1586.9274	1219.2277	1985.7731	2706.1528	2311.3679	4664.2442	4128.5566	15448.5738	11895.4577	11435.9448	18195.0325	14105.4473	12984.6816	18727.0563	17893.1121	15873.2002	5577.0032	10565.6586	12756.528	2890.6276	1280.217	2586.8449	2474.2891	2145.1719	1853.8528	2274.2851	1612.9162	2813.0323	1318.6454	2347.9664	2216.9135	2824.9147	1270.6368	2579.1285	3289.3594	4107.7407	2951.7714	26546.8336	18294.2661	18403.1605	21158.7878	21879.1236	22351.8892	14819.9183	10401.5018	15810.8995	15199.5233	18584.6818	18449.5761	11178.4691	7545.4711	8927.2212	6183.4283	4106.8514	3874.7631
PWY-7385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0254	93.0391	0.0	0.0	110.7283	112.6636	79.5493	0.0	71.4727	69.4829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148.1293	0.0	0.0	100.4895	0.0	0.0	0.0	0.0	122.2693	0.0	0.0	113.9116	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7391	192.384	275.1554	290.8957	597.7544	956.2672	979.532	888.211	651.0854	668.0988	707.7176	855.4373	323.0654	337.8559	558.3887	553.164	0.0	0.0	22.7884	215.305	130.8707	229.1425	290.2717	244.6175	314.998	550.8291	170.8028	374.3944	80.7326	116.9892	113.1738	279.4326	120.7817	267.5471	570.8868	830.2276	711.9542	945.4507	515.5348	833.4684	635.8374	458.6218	435.0177	468.0067	163.7646	376.9705	0.0	114.266	147.1631	431.6946	134.2465	298.7548	426.0523	332.4696	502.1153	355.6801	138.2168	265.9944	126.1061	389.3957	385.0368	2568.5009	1169.9898	1328.0757	4387.8858	4391.6482	3444.925
PWY-7392	32743.1944	40880.0888	42453.2514	34598.8438	40512.8711	44957.3987	46758.7628	29932.1587	50465.1695	45288.9467	54105.8807	38816.4795	32373.3695	49538.9745	60775.639	22710.4714	37012.8912	37315.2474	35710.3993	27463.0457	26654.6009	42294.9896	33590.9384	30175.3039	44434.766	40495.4215	38219.7073	13136.0866	23745.5399	28595.2571	39174.9861	18981.6517	32924.397	36792.898	37740.9798	38015.0264	51346.2187	33601.882	56711.9068	31924.3139	34446.8318	41176.8967	41137.7718	20624.4396	41172.8673	23042.0185	27851.5091	27589.6837	61238.4845	41620.3296	42959.9354	49281.7848	48604.1311	49204.7294	34879.8944	23486.6581	36710.1345	33950.2847	43582.2777	39277.5881	109914.5658	81261.4968	88056.9557	91131.1862	83278.068	72043.6696
PWY-7398	0.0	0.0	16.1846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133.6872	107.1062	94.9831	152.9216	113.4504	129.6955	157.6769	121.9715	121.6862	58.1	116.7567	114.3349	0.0	0.0	16.3029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	168.3474	132.6774	148.1598	131.3442	226.2252	173.8424	129.9005	78.504	113.9944	107.5117	119.5965	129.6671	49.8424	73.4771	85.9297	0.0	0.0	0.0
PWY-7400	40507.9748	51198.5854	53186.9616	41410.2111	48529.7322	54801.1191	55961.927	35377.4829	59370.471	56356.6184	65816.9432	46714.1163	36089.8314	55788.7271	68776.89	25647.5372	42761.8647	42254.8149	57018.7417	43629.752	41699.8307	66628.932	52052.8866	48436.3041	70568.567	64748.5269	60418.7341	21095.7047	38166.884	45799.4081	48751.7875	22942.6661	40068.1158	44219.2109	46532.0993	44996.0412	59838.4557	39139.1462	65816.296	40038.3474	41684.6683	49344.2795	47974.5959	23266.1376	46424.5791	25761.2229	31043.2913	31130.0382	97583.6889	67403.1683	67639.1222	77905.9497	77066.8525	78285.3322	55603.6636	37371.6182	58069.9041	53945.6137	68958.6557	62326.0581	120504.5475	88788.9978	97111.7971	94685.2413	84791.3657	74824.766
PWY-7401	8.5616	0.0	0.0	5.9998	0.0	0.0	9.5995	0.0	0.0	0.0	1.1998	0.0	0.0	1.799	0.0	2.6989	0.0	7.1961	0.0	0.0	0.0	0.0	13.5161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.3674	0.0	0.0	0.0	0.0	0.0	7.7884	0.0	16.7621	0.0	0.0	0.0	5.7141	0.0	0.0	6.5933	10.7844	0.0	0.0	5.9616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7431	13719.857	17035.4398	18721.1439	19630.4086	21444.3407	21311.8057	24271.1888	14915.28	25839.8783	24017.1327	25718.7355	17394.2429	12179.5636	21137.2507	26908.4146	9708.9854	16229.6235	17485.0427	18649.7249	14299.4571	13361.9024	20346.2301	18337.7709	14452.3647	21282.2348	18466.864	17946.6913	7344.5843	12590.2891	15107.5844	17711.5408	8005.6219	14510.4129	20541.326	23913.7921	21270.7592	24559.9953	15916.065	25512.3193	17943.904	17228.3565	18768.5831	17981.9354	8589.4019	17048.9996	10709.3759	12910.877	14503.2818	30316.6095	22104.7989	23765.0785	21714.8558	21460.5272	23377.3007	16189.7698	11129.6401	17478.9166	18184.2519	22799.3315	18551.1493	32635.7836	25738.0743	26171.9086	26225.0603	24555.5182	21485.4165
PWY-7446	1179.1793	1086.1897	1440.7621	1962.68	3002.7513	1968.5774	3227.372	1271.2961	1420.4908	1118.4289	1555.0704	915.4761	1166.7873	1130.359	1586.2266	110.0386	194.3214	164.7268	1479.5413	1108.8721	1157.8298	1859.3911	1424.1478	1508.9085	1407.0578	1028.5415	1242.8602	345.6542	710.3956	776.7627	788.4258	178.7609	434.4141	1553.3484	1476.0743	999.8083	1446.4868	459.813	1204.4227	400.2005	418.9567	525.4818	1309.507	349.547	665.2535	93.3234	66.5528	172.5716	1859.5181	1100.1196	1252.7378	1663.1436	1484.6833	1451.5361	1110.501	614.3018	1094.8633	901.3147	1226.1688	1070.1105	90.9179	0.0	19.6031	127.7281	126.0563	78.0451
PWY-7456	325.7052	505.4448	599.9363	819.9017	939.1103	1709.0991	1404.5113	1044.2672	1266.4041	184.2423	542.8652	235.1897	170.9152	391.1089	1722.1104	39.9262	63.5785	204.2295	546.9952	603.6364	395.8529	886.3784	652.1478	560.5905	1411.3892	1249.688	1691.4854	176.0569	331.6641	400.3113	269.6301	116.5452	493.1452	593.1572	1103.6016	553.3233	744.9143	404.3242	622.4169	189.4214	171.1338	534.2394	782.0331	246.8621	469.5892	55.8631	75.9033	128.3929	1260.3974	641.1688	732.5057	1153.0204	1177.8613	1186.8875	911.7102	470.9039	1205.3073	613.4636	762.8854	605.7467	11780.9134	9422.0088	9493.2351	7276.8122	5914.3868	6020.9438
PWY-7527	15717.6788	17673.7466	19656.0587	13380.3797	15575.7426	16620.4174	14939.7408	11961.2249	22405.4744	20034.3801	24059.5941	18089.4631	15770.1067	24137.3817	28935.0392	7422.8619	11114.368	11199.9401	3600.9139	2902.7519	3286.5189	4483.6603	3796.3261	3094.6354	4239.6391	3878.1913	3281.5258	1306.3405	2349.1952	3040.6059	17234.4673	8252.8158	15518.056	13902.1211	13270.6554	14600.0886	21735.1645	15165.6965	25597.7385	13656.4522	15417.9692	18915.8546	18243.8521	9844.2736	19887.8589	6478.2373	8866.2595	8625.5	7373.9632	4353.2249	4571.1403	4520.7342	4207.8584	4185.6249	3293.8318	2142.8404	3585.7744	3255.0876	4170.0834	4161.8586	18405.1492	12735.2586	15060.7748	10163.9461	9445.2801	8796.1578
PWY-7539	40900.1684	52120.1877	54669.8469	47528.9081	54972.0313	60078.0932	63864.7208	38237.1259	64731.7245	57578.5931	67897.0446	47001.2947	37835.6074	57800.6095	72431.2923	20261.4866	32661.6226	33456.4757	43488.6404	33501.915	31568.8	51217.0461	40408.6351	37379.6541	54092.4699	49018.6171	45979.2333	16230.8785	29314.835	34927.9206	48996.3446	22609.6491	40474.9245	51220.072	51440.5461	49055.8596	65538.7456	41338.2365	71031.3444	40768.3523	42150.2294	49843.2253	50159.1924	24512.5987	48364.2679	20103.9992	24207.544	26337.0682	74356.6591	51816.2432	52631.8117	57736.4549	57926.3428	59481.5573	42266.0029	28270.2836	44199.9636	41400.0929	52651.0727	46604.3473	129248.2583	95806.5401	104135.2545	113680.3996	102240.9936	89157.2432
PWY-7560	40447.6172	51489.605	53367.7753	43838.9963	50779.3159	56323.4621	59149.1422	36000.1112	61208.468	57027.6151	66340.6276	46615.2262	36103.7111	55790.415	68730.0131	24429.3458	40393.3403	40026.0301	45523.8085	34810.2052	33070.0825	53521.4113	42206.8514	38775.6738	56692.1778	51461.453	48605.9462	16806.8319	30362.986	36321.844	48525.7757	22616.5512	39707.4219	46615.1288	48416.6462	46510.8102	61801.0077	39747.8368	67375.7171	40411.4802	41467.5159	49283.8541	48241.6438	23283.326	46396.9862	24293.1577	29153.3652	29722.5283	77775.4436	54113.8313	54661.5967	62021.2326	61417.7747	62307.1397	44716.7421	29810.75	46850.3048	42697.7485	54203.615	48469.7192	113214.5259	83200.5248	91460.0001	88090.1337	80329.221	68559.8598
PWY-7616	5051.0095	6943.7154	6498.6515	9493.1377	12879.3313	10237.1371	13572.9811	6244.8363	9555.1697	7673.5629	10239.8371	6592.5443	4836.5192	7209.1701	8936.9798	7549.435	12191.6663	13271.0481	11311.6262	8506.7329	8165.0386	12557.7406	10558.3888	9550.1922	12107.6238	10460.1328	10385.504	4057.8697	7854.6783	8872.8385	5981.4008	2919.0751	4037.5782	9378.479	10350.9451	9101.2471	10327.6401	5838.5929	11002.5079	4590.9419	5631.8196	6634.4824	7648.9947	3067.4843	5907.9572	8732.8023	9704.2581	9280.1392	17864.307	12468.3482	13481.0953	13291.4187	13899.0595	14518.2808	9827.3065	6404.5358	10197.2157	10173.2783	13079.5415	11889.1348	17539.9675	14398.1117	13408.6665	27119.4954	28357.6045	22746.0678
PWY-7644	0.0	0.0	0.0	0.0	0.0	0.0	3.8629	30.6988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.6174	0.0	0.0	14.0383	14.8473	0.0	0.0	0.0	0.0	0.0	0.0	7.2967	0.0	4.8674	0.0	2.5087	0.0	4.6465	0.0	4.1858	0.0	0.0	0.0	0.0	0.0	0.0	12.5177	10.1202	0.0	0.0	15.2211	0.0	0.0	11.9947	0.0	15.579	12.4565	0.0	88.7129	100.2463	74.4738	219.3453	219.6064	126.2097
PWY-7663	64271.486	79384.0232	83418.5125	71450.556	79290.3328	91947.3262	92791.7729	61832.3074	99349.0762	95034.994	104584.1203	72525.9837	57211.5728	89812.7236	110518.3768	21830.9341	35329.8314	35212.3982	72037.3852	56045.2165	52540.6631	88160.6005	67064.8034	63186.3715	95399.6956	85342.8011	80148.2074	27355.4825	48466.2924	57721.8713	73798.9897	33605.177	61672.956	76517.4567	79991.7023	74620.2348	98578.5884	60414.2195	101210.1252	67359.798	64085.345	75704.7227	76172.1303	36893.6334	72947.4178	21249.7785	26486.9206	32008.8217	126533.5099	86129.4568	85883.0035	104574.7264	101153.8191	102839.9629	73179.9963	48251.5699	75414.0153	67948.1121	91233.7177	78024.156	193395.7455	139468.8325	152865.0481	127574.5628	110641.1974	98436.9978
